,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 4: Transmission Wires Down 2015-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T-Line Area,kV,SAP Functional Location,LINE NO,T-LINE NAME,Fire Index Area (FIA),Location(s) of ET-Wire Down,High Fire Threat District (HFTD),YEAR,Date Out,Major Event Day,Red Flag Day,Failure during Red Flag Warning (RFW) Hours?,Auto Reclose Disabled,Duration (hr:min),Date In,Cause Category,Cause Details,Comments,Event Report,TOTL Reference Number,Customers Affected,Customers Experiencing Sustained Outage,Customer Outage Minutes,SAIFI Contribution,SAIDI Contribution,CAIDI,System Customer Count,Fault Type,Fault Location,Ignition
SOUTH,115,ETL.4170,10355,WILSON-LE GRAND,0,006/011-012,Non-HFTD,2019,02/19/2019 05:13,No,No,NO,No,9:46,02/19/2019 14:59,Equipment Failure,Conductor,"Relayed - 02/19/19, 0513 Wilson-LeGrand 115kV relayed, tested NG; no customers interrupted; weather cloudy; A-G fault 7 mi from Wilson near 006/013, +/-2 mi; 0956 to 1355 Line cleared to repair single phase of ET-WD, mid span, between 006/011-012; 1459 Line returned to service; wire broke in the 397 Al sleeve, sent to ATS for RCA; CAP ER=116501566",116501566,INT-11963,0,0,0,0.0000,0.000,0,"5,548,929",A-G,006/013,No
CENTRAL,60,ETL.7460,60141,MANTECA #1,0,001/007-008,Non-HFTD,2019,02/23/2019 04:34,No,No,NO,No,1:12,02/23/2019 05:46,Equipment Failure,Conductor,"Relayed - 02/23/19, 0434 Manteca #1 relayed, tested NG; Kasson #1 & Kasson-Carbona de-energized; SUS Carbona (CESO=5,743; CMIN=521,228) & Tracy Defense Depot weather cloudy; attempt to swap Carbona to its alt source (Kasson), SCADA failed; 0532 Kasson-Carbona tested OK restoring Tracy Defense Depot & Carbona; multi-terminal line, A-G fault 1.2 mi from Banta Jct on Carbona #2 tap near pole 001/000 or 2.35 mi from Banta Jct on Carbona #2 tap near pole 002/005, +/-2 mi; patrol found center phase of ET-WD on Carbona #2 tap between poles 001/007-008; 0546 Manteca #1-60kV line manually tested OK; 0737 Kasson #1 (Carbona-Banta Jct) cleared to repair conductor down; 1127 Kasson #1 returned to service",NONE,INT-11975a,0,0,0,0.0000,0.000,0,"5,548,929",A-G,001/000,No
SOUTH,230,ETL.5290,20101,MORRO BAY-MESA,0; 508; 510,"021/095, 001/006",Tier 2 - Elevated,2019,02/23/2019 13:12,No,No,NO,No,26:37,02/24/2019 15:49,Tree,3rd party,"Relayed - 02/23/19, 1312 MorroBay-Mesa & Diablo-Mesa 230kV relayed, tested NG; no customers interrupted; weather clear; A-G fault 13.6 mi from Mesa near 013/058, +/-2 mi; 3rd party property owner fell large tree into tower 021/095; ET-WD, no injuries; 1945 Lines cleared to effect repairs-coupled w/ ongoing work at DCPP, area became overloaded; 1759 to 2059 SantaMaria, Oceano & Fairway customers (ILIS 19-0027518) incrementally shed (CESO=27,407; CMIN=4,035,972); 02/24/19, 1549 MB-Mesa returned to service after temp repairs made to tower; 02/25/19, 2103 Diablo-Mesa returned to service after repairing suspension shoe pin on top phase at tower 001/006, found during WSIP; CAP ER=116591227 ",116591227,INT-11976a,"13,704","13,704","2,017,986",0.0025,0.364,147,"5,548,929",A-G,013/058,No
NORTH,60,ETL.2060,60389,FORT BRAGG-ELK,0; 140,004/009,Tier 2 - Elevated,2019,02/25/2019 13:33,No,No,NO,No,23:09,02/26/2019 12:42,Tree,Tree failure,"Relayed - 02/25/19, 1333 Fort Bragg-Elk 60kV relayed, tested NG; on the trouble Big River SVC tripped; MOM Big River (CEMO=2,585); weather rain; 1344 Big River SVC returned to service; C-A fault 4.9 mi from Elk toward Big River near 004/011, +/-1.0 mi; 1818 Elk-Big River cleared to remove tree from line & re-attach ET-WD  into 12kV under build at 004/009; 02/26/19, 1242 Line returned to service; CAP ER=116609080",116609080,INT-11984,"2,585",0,0,0.0000,0.000,0,"5,548,929",C-A,004/011,No
NORTH,60,ETL.6290,60017,CARIBOU-PLUMAS JCT,285,001/012-014,Tier 2 - Elevated,2019,02/26/2019 08:44,YES,No,NO,No,50:34,02/28/2019 11:18,Equipment Failure,Conductor,"Relayed - 02/26/19, 0844 Caribou-Plumas Jct relayed, tested NG; on trouble Grays Flat-Spanish Creek de-energized; SPI Quincy & Marble Tie separated; SUS E-Quincy (CESO=1,562; CMIN=xxx,xxx), Spanish Creek (918; xxx,xxx), Grays Flat (125; xxx,xxx) & Plumas Sierra; snow; 0854 Line tested OK energizing Grays Flat-Spanish Creek Jct & restoring SPI, E-Quincy & Plumas Sierra; B-C-G fault 0.7 mi from Spanish Creek toward Elizabeth Town Jct near 000/023, +/-1 mi; found blown stn service PT at Spanish Creek; 1055 Grays Flat restored; Grays Flat to Black Hawk section isolated to repair broken pole ;001/013 & ET-WD between poles ;001/012 to ;001/014; ETOR 02/27/19",NONE,INT-11997,"2,480","2,480","107,123",0.0004,0.019,43,"5,548,929",B-C-G,000/023,No
NORTH,60,ETL.8060,60206,SPAULDING-SUMMIT,0; 350; 354,000/009-010,Tier 2 - Elevated,2019,02/26/2019 09:54,YES,No,NO,No,101:01,03/02/2019 14:55,Equipment Failure,Conductor,"Relayed - 02/26/19, 0954 Spaulding #3-Spaulding #1 relayed, did not test by design after having relayed, tested OK 2x earlier in day; SUS Spaulding PH (offline); snow, storm; line will not be tested until patrol complete; high impedance fault, fault location not possible, recommend patrol of entire line (~1.0 mile); ET-WD found between poles 000/009-010 w/ burnt pole noted at 000/009; no ETOR",NONE,INT-12001,0,0,0,0.0000,0.000,0,"5,548,929",B-C,000/010,No
NORTH,60,ETL.2060,60389,FORT BRAGG-ELK,0; 140,015/013-014,Tier 2 - Elevated,2019,02/26/2019 17:14,YES,No,NO,No,21:47,02/27/2019 15:01,Tree,Tree failure,"Relayed - 02/26/19, 1714 Fort Bragg-Elk relayed; Elk-Big River Jct tested OK, Fort Bragg-Big River Jct tested NG; Big River SVC tripped offline; MOM Big River (CEMO=2,470); rain; 1725 Big River SVC returned to service; A-B fault 8.7 mi from Fort Bragg toward Big River near 016/001, +/-2 mi; 2035 Fort Bragg to Big River cleared to repair 3 phases of ET-WD between poles 015/013-014 & broken xarm on 015/014 due to fir tree failure; 2312 Elk to Big River section relayed, tested OK; Big River SVC tripped; MOM Big River (CEMO=1,601); 2325 Big River SVC returned to service; A-B-C fault 14.1 mi from Elk to Big River near 014/001, +/-1.0 mi; ground is heavily saturated & trees in a weakened state due to years of drought & are uprooting at an accelerated rate this winter; 2325 Big River SVC returned to service; 02/27/19, 1501 Elk-Big River returned to service; CAP ER=116613537",116613537,INT-12005,"2,470",0,0,0.0000,0.000,0,"5,548,929",A-B,016/001,No
NORTH,60,ETL.7000,60095,HAMILTON BRANCH-CHESTER,290,007/163,Tier 2 - Elevated,2019,02/26/2019 23:47,YES,No,NO,No,16:13,02/27/2019 16:00,Other,Distribution caused,"Relayed - 02/26/19, 2347 Hamilton Branch-Chester relayed, tested NG; SUS Chester (CESO=1,658; CMIN=xxx,xxx); snow; B-G evolving to A-C w/ open/fallen B-phase conductor fault 0.1 mi from Chester near 012/250, +/-2.5 mi; 02/27/19, 1053 to 1456 Almanor-Chester cleared to repair 1 phase of ET-WD at 007/163; 1600 Line returned to service restoring Chester; appears 12kV under build got into overhead 60kV due to snow unloading & led to 60kV burning to ground",NONE,INT-12009,"1,658","1,658","107,123",0.0003,0.019,65,"5,548,929",A-C,012/250,No
NORTH,60,ETL.6280,60016,CARIBOU #2,285,000/024-025,Tier 2 - Elevated,2019,03/01/2019 20:13,No,No,NO,No,20:21,03/02/2019 16:34,Equipment Failure,Conductor,"Relayed - 03/01/19, 2013 During scheduled switching (T19-002102, replace switch rod and handle at Keddie SW-37) to return Spanish Creek to Blackhawk line section to service, Caribou #2 relayed, did not test by design; 2015 Caribou to Spanish Creek manually tested OK; MOM Grays Flat (CEMO=125) & Gansner (1,722); weather cloudy; A-B fault 25.0 mi from Caribou near :000/022, +/-3 mi; patrol found 2 phases of wire ET-WD between structures ;000/024-025; 03/02/19, 1634 Caribou #2 (Spanish Creek to Blackhawk) returned to service",NONE,INT-12019,"1,847",0,0,0.0000,0.000,0,"5,548,929",A-B,:000/022,No
SOUTH,70,ETL.8540,70110,CARNERAS-TAFT,0,"17/269-276, 20/315",Non-HFTD,2019,03/05/2019 13:05,No,No,NO,No,24:49,03/06/2019 13:54,Equipment Failure,Structure-line,"Relayed - 03/05/19, 1305 Carneras-Taft 70kV relayed, tested NG; SUS Celeron, Midway Pipeline South & McKittrick (CESO=155; CMIN=11,935); rain, winds; A-G fault 3.75 mi from McKittrick toward Carneras near 018/284, +/-2 mi; 1427 McKittrick to Taft manually tested OK restoring McKittrick & Midway Pipeline South; 1524 Temblor Jct to McKittrick Jct cleared to repair ET-WD and replace poles 17/269, 17/270, 17/271, 17/272, 17/273, 17/274, 17/275 & 17/276 & repair pole 20/315; 1526 Carneras to Temblor Jct energized restoring Celeron; 03/06/19, 1354 Line returned to service; CAP ER=116639062",116639062,INT-12028,155,155,"11,935",0.0000,0.002,77,"5,548,929",C-G,007/004,No
NORTH,60,ETL.7710,60168,NICOLAUS-WILKINS SLOUGH,0,"000/002, 000/003, 000/004, 000/006 & 000/007",Non-HFTD,2019,03/07/2019 06:08,No,No,NO,No,9:46,03/07/2019 15:54,Equipment Failure,Conductor,"Relayed - 03/07/19, 0608 Nicolaus-Wilkins Slough 60kV relayed, tested NG; SUS District 1001 Metering & District 1500; weather clear; C-A-G fault 11.3 mi from E-Nicolaus toward Verona near 011/238, +/ 1.0 mi; 0752 Dist 1001 Metering tap cleared to repair ET-WD between structures 000/002, 000/003, 000/004, 000/006 & 000/007; 0808 E-Nicolaus to Dist 2047 Jct energized restoring Dist 1500; 1554 Dist 1001 Metering tap returned to service restoring Dist 1001 Metering",NONE,INT-12042,2,0,0,0.0000,0.000,0,"5,548,929",A-C-G,011/238,No
CENTRAL,115,ETL.3820,10316,STANISLAUS-MANTECA #2,0; 320; 345,049/311,Tier 2 - Elevated,2019,03/16/2019 11:45,No,No,NO,No,10:21,03/16/2019 22:06,Equipment Failure,Conductor,"Relayed - 03/16/19, 1145 Stanislaus-Manteca #2-115kV relayed, tested NG; no customers interrupted; weather clear; A-B-C fault 3.9 mi from Manteca toward Stanislaus PH near 049/314, +/-1.0 mi; air patrol found ET-WD at 049/311; 2206 Line returned to service; CAP ER=116757964",116757964,INT-12062,0,0,0,0.0000,0.000,0,"5,548,929",A-B-C,049/314,No
SOUTH,70,ETL.8650,70024,EXCHEQUER-YOSEMITE,0; 420; 450,013/040,Tier 2 - Elevated,2019,03/17/2019 12:10,No,No,NO,No,11:31,03/17/2019 23:41,External Contact,Vandalism,"Relayed - 03/17/19, 1210 Exchequer-Yosemite 70kV relayed, did not test by design due to automatic reclosing disabled for wildfire safety; SUS Bear Valley (CESO=2,512; CMIN=138,198), Indian Flat (615; 25,215) Saxon Creek, Arch Rock & Yosemite; weather clear; 1245 Mariposa-Yosemite manually tested OK restoring Indian Flat, Saxon Creek, Arch Rock & Yosemite; fault location delayed, comm problem w/ relays at Exchequer PH; 1302 Briceburg Jct-Bear Valley manually tested OK restoring Bear Valley; air patrol found 1 phase of gunshot ET-WD between 013/040-041 on Exchequer to Bear Valley section; 1629 to 2341 Exchequer-Yosemite (Exchequer-Bear Valley) cleared to effect repairs; B-G fault 8.45 mi from Exchequer PH toward Bear Valley near 014/045 (1 mi from 013/041), +/-2 mi; CAP ER=116753427",116753427,INT-12063,"3,127","3,127","163,413",0.0006,0.029,52,"5,548,929",NA,NA,No
NORTH,60,ETL.8405,60243,MIDDLE FORK #1,330; 335,008/019,Tier 3 - Extreme,2019,04/02/2019 05:03,No,No,NO,No,61:52,04/04/2019 18:55,Equipment Failure,Conductor,"Relayed - 04/02/19, 0503 Middle Fork #1-60kV relayed, did not test by design; no customers interrupted; weather rain; 0519 Line manually tested NG; Middle Fork CB-32 has electro-mechanical relays w/ no fault location capabilities; 04/04/19, 1855 Middle Fork #1 returned to service after crew repaired ET-WD between poles 8/118 & 8/120; CAP ER=117003823",117003823,INT-12127,0,0,0,0.0000,0.000,0,"5,548,929",NA,NA,No
NORTH,60,ETL.8200,60220,VACA-PLAINFIELD,0,001/031,Non-HFTD,2019,04/09/2019 04:11,No,No,NO,No,11:06,04/09/2019 15:17,Equipment Failure,Conductor,"Relayed - 04/09/19, 0411 Vaca-Plainfield 60kV relayed, tested NG; SUS Winters (CESO=721; CMIN=41,070) & Plainfield (5,851; 99,467); weather clear; 0428 Plainfield restored via alt source; B-C evolved to B-G fault 2.2 mi from Vaca Dixon toward Winters near 002/035, +/ - 1 mi; 0509 Winters restored via ED back-ties; 0550 Winters restored via alt ET source; patrol found top center phase ET-WD between poles 001/031 & 002/032; 1517 Line returned to service normal; CAP ER=117001980",117001980,INT-12147,"6,572","6,572","140,537",0.0012,0.025,21,"5,548,929",B-G,002/035,No
CENTRAL,115,ETL.1070,10013,BELLOTA-RIVERBANK-MELONES SW STA,0; 320,:012/001,Non-HFTD,2019,04/09/2019 16:26,No,No,NO,No,28:20,04/10/2019 20:46,Equipment Failure,Structure-line,"Relayed - 04/09/19, 1626 Bellota-Riverbank-Melones 115kV relayed, tested NG; Tulloch PH separated on the trouble; weather clear; A-B-C-G fault 12.7 mi from Riverbank Jct toward Tulloch Tap near pole :011/008, +/-4 mi; 1907 Tulloch PH to Melones SS returned to service restoring Tulloch PH; 1928 Tulloch PH paralleled; 2115 Bellota to Riverbank to Tulloch PH Jct cleared to replace downed poles & ET-WD at :012/001 & :012/002; 04/10/19, 2046 Bellota-Riverbank-Melones 115kV line (Bellota to Riverbank to Tulloch PH Jct) returned to service; CAP ER=116999777",116999777,INT-12148,0,0,0,0.0000,0.000,0,"5,548,929",A-B-C-G,:011/008,No
SOUTH,70,ETL.9320,70092,WHEELER RIDGE-WEEDPATCH,0,B09/128,Non-HFTD,2019,04/19/2019 09:15,No,No,NO,No,7:17,04/19/2019 16:32,External Contact,Car pole,"Relayed - 04/19/19, 0915 Wheeler Ridge-Weedpatch 70kV relayed, tested NG; no customers interrupted; weather clear; B-G fault 6.33 mi from Weedpatch toward Wheeler Ridge near A10/132, +/-1 mi; 1120 to 1632 Line cleared to replace pole B09/128 caused by hay truck/pole contact; pole on ground but 70kV still properly attached to pole; CAP ER=117066897",117066897,INT-12172,0,0,0,0.0000,0.000,0,"5,548,929",B-G,A10/132,No
CENTRAL,115,ETL.3880,10322,STOCKTON A-LOCKEFORD-BELLOTA #1,0,021/144,Non-HFTD,2019,04/23/2019 05:03,No,No,NO,No,22:27,04/24/2019 03:30,Other,Customer/ IPP caused,"Forced - 04/23/19, 0503 Stockton 'A'-Lockeford-Bellota #1 & #2-115kV de-energized at Stockton Fire Dept's request - large fire at California Pallets mill; SUS Stockton 'A' (CESO=15,641; CMIN=6,604,708), CHCF, Ingredion & Kyoho; due to clearance on Tesla-Stockton Cogen SUS Tesla Motors; 0517 Lockeford-Bellota to Kyoho of #2 line energized restoring Kyoho; 0536 Lockeford-Bellota to Stockton CG Jct of #1 line energized restoring Tesla Motors, Ingredion & CHCF; no access so ET service to Stockton 'A' to remain out; Stockton 'A' #1 has 1 pole needing replacement (000/006), multiple other damaged poles that still need to be evaluated; 04/24/19, 0330 #1 line returned to service, replaced ET-WD & tower 21/144 w/ 2-90 ft poles; 0357 #2 line returned to service restoring transmission service to Stockton 'A'; CAP ER=117087971",117087971,T19-008746,"7,821","7,821","3,302,354",0.0014,0.595,422,"5,548,929",NA,NA,No
NORTH,60,ETL.7270,60122,KESWICK-TRINITY,230; 241; 246,024/390,Tier 3 - Extreme,2019,05/10/2019 14:52,No,No,NO,No,7:02,05/10/2019 21:54,Work Procedure Error,Not following procedures,"Relayed - 05/10/19, 1452 Keswick-Trinity 60kV relayed, tested NG (Lewiston to Trinity); Keswick to French Gulch tested OK; SUS French Gulch (CESO=323; CMIN=3,876); weather clear; 1504 French Gulch manually restored; C-A fault close to Lewiston Jct near 023/360, +/-2 mi; 1920 to 2154 Lewiston to Trinity cleared to repair ET-WD bet 24/390-391; green Douglas Fir tree removal in process of being pieced down by PG&E contractor & top section made contact with outside conductor causing ET-WD & small spot fire (~20ft x 20ft) occurred; crew contacted Cal Fire who extinguished fire; no injuries occurred; CAP ER=117213454",117213454,INT-12233,323,323,"3,876",0.0001,0.001,12,"5,548,929",A-C,023/360,No
NORTH,60,ETL.6330,60022,CENTERVILLE-TABLE MTN-OROVILLE,0; 280,022/449,Non-HFTD,2019,05/14/2019 07:17,No,No,NO,No,12:02,05/14/2019 19:19,External Contact,Car pole,"Relayed - 05/14/19, 0717 Centerville-TM-Oroville 60kV relayed, tested NG; SUS Clark Road (CESO=1,673; CMIN=23,422); weather clear; 0725 TM to Centerville PH section manually tested OK restoring Clark Road; A-B-C to C-G fault 7.9 mi from Table to Oroville near 022/447, +/-1 mi; 1007 to 1852Miocene Jct to Oroville cleared to replace pole 022/450 just outside Oroville sub & remove down conductor off 12kV under build (Oroville 1103, ILIS 19-0051586) at pole 022/449 caused by vehicle (tractor) incident; 1919 line returned normal; CAP ER=117237527",117237527,INT-12245,"1,673","1,673","23,422",0.0003,0.004,14,"5,548,929",C-G,022/447,No
NORTH,60,ETL.6980,60430,FORT ROSS-GUALALA,0; 140,043/009,Tier 2 - Elevated,2019,05/15/2019 19:28,No,No,NO,No,14:40,05/16/2019 10:08,Tree,Tree failure,"Relayed - 05/15/19, 1928 Fort Ross-Gualala 60kV relayed, tested NG; MOM Gualala (CEMO=3,746); SUS Annapolis (CESO=231; CMIN=xxx,xxx); weather rain; A-B-C fault 14.59 mi from Fort Ross to Gualala near 044/001, +/-1.0 mi; 2309 Annapolis to Annapolis Jct cleared to remove tree & repair 3 phases of ET-WD between 043/009 & 044/000; 2341 Fort Ross to Annapolis returned to service restoring Annapolis; 05/16/19, xxxx Line returned normal; CAP ER=117247425 ",117247425,INT-12253,"3,977",228,"162,386",0.0000,0.029,712,"5,548,929",A-B-C,044/001,No
SOUTH,70,ETL.9150,70075,SCHINDLER-COALINGA #2,0,014/010,Non-HFTD,2019,05/26/2019 21:57,No,No,NO,No,20:00,05/27/2019 17:57,Contamination,Animal waste,"Relayed, 05/26/19, 2157 Schindler-Coalinga #2-70kV relayed, tested NG; SUS Paige PV (offline) & Pleasant Valley Pumps; weather clear, but soggy ground from earlier rains in area hindering restore efforts; 05/27/19, 0312 Schindler to Pleasant Valley returned to service restoring ET to Paige PV & Pleasant Valley Pumps; 0308 to 1757 Coalinga #2 to Pleasant Valley cleared to repair one phase of ET-WD & replace broken & burnt pole 014/010; CAP ER=117328836",117328836,INT-12295,1,0,0,0.0000,0.000,0,"5,548,929",C-G,014/010,No
NORTH,60,ETL.6810,60075,ESSEX JCT-ORICK,0,005/004,Non-HFTD,2019,07/01/2019 13:40,No,No,NO,No,13:35,07/02/2019 03:15,External Contact,Car pole,"Relayed - 07/01/19, 1340 Essex Jct-Orick 60kV relayed, manually tested NG; SUS Trinidad (CESO=1,493; CMIN=649,350), Big Lagoon (148; xxx,xxx) & Orick (505; 417,800); weather clear; A-B-G fault 5.8 mi from Essex Jct near 005/011, +/-1 mi; 1532 Essex Jct-Trinidad Jct cleared to replace pole 005/004 & repair ET-WD caused by car pole incident (truck backed into pole at Burnt Stump Lane); 07/02/19, 0315 Line returned to service restoring ET to Trinidad, Big Lagoon & Orick; CAP ER=117549265",117549265,INT-12406,"2,146","2,146","1,067,150",0.0004,0.192,497,"5,548,929",A-B-G,005/011,No
NORTH,60,ETL.7780,60390,PHILO JCT-ELK,0; 140; 154,035/009,Tier 2 - Elevated,2019,07/24/2019 14:05,No,No,NO,No,13:08,07/25/2019 03:13,External Contact,Foreign object,"Relayed - 07/24/19, 1405 Philo Jct-Elk 60kV relayed, tested OK; MOM Philo; Philo to Elk section tested NG; weather clear; 1418 Philo Jct to Philo section de-energized for safety; SUS Philo (CESO=2,208; CMIN=324,576); Line in tier 2 area; C-G fault 1.3 mi from Elk toward Philo Jct near 035/009, +/-1.0 mi; 1632 Philo Jct to Philo section energized restoring Philo; 2019 Philo to Elk section cleared to re-string ET-WD between poles 035/009-010 due to PG&E contract crew (Mountain Enterprise) trimming in area; ; 07/25/19, 0313 Line returned to service; CAP ER=117638644",117638644,INT-12458,"2,208","2,208","324,576",0.0004,0.058,147,"5,548,929",C-G,035/009,No
NORTH,60,ETL.7000,60095,HAMILTON BRANCH-CHESTER,290,009/197,Tier 2 - Elevated,2019,07/25/2019 14:54,No,No,NO,No,11:31,07/26/2019 02:25,Work Procedure Error,Not following procedures,"Relayed - 07/25/19, 1454 Hamilton Branch-Chester 60kV relayed, tested NG; SUS Collins Pine & Chester (CESO=1,657; CMIN=1,152,280); weather clear; C-A fault 9.8 mi from Hamilton Branch near 009/202, +/-1 mi; PG&E contracted tree crew dropped tree into line at 009/197, 3 phases of ET-WD; 07/26/19, 0225 Line returned to service after removing tree from conductor, repairing 12kV under build & straightening leaning structure 009/197; CAP ER to follow",117644578,INT-12462,"1,657","1,657","1,152,280",0.0003,0.208,695,"5,548,929",C-A,009/202,No
CENTRAL,115,ETL.1690,10085,GOLD HILL-BELLOTA-LOCKEFORD,0,055/342-341,Non-HFTD,2019,08/02/2019 04:51,No,No,NO,No,17:31,08/02/2019 22:22,Contamination,Animal waste,"Relayed - 08/02/19, 0451 Gold Hill-Bellota-Lockeford 115kV relayed, tested NG; SUS Camanche PH; weather clear; A-B-C-G fault 14.5 mi from Camanche Tap toward Gold Hill near tower 050/309, +/-4 mi; ET-WD found between 055/342-341; no sectionalizing opportunities to restore Camanche PH; 1100 to 2222 Line cleared to effect repairs; crew reports heavy bird contamination on conductors was cause of arcing; small grass fire in open field under towers was extinguished; CAP ER=117713012",117713012,INT-12479,1,0,0,0.0000,0.000,0,"5,548,929",A-B-C-G,050/309,No
SOUTH,115,ETL.2911,10494,LLAGAS-HOLLISTER,0,004/063,Non-HFTD,2019,08/05/2019 18:38,No,No,NO,No,14:02,08/06/2019 08:40,External Contact,Car pole,"Relayed - 08/05/19, 1838 Llagas-Hollister 115kV relayed, tested NG; no customers interrupted; weather clear; C-G evolved to B-C-G fault 12.57 mi from Llagas near 004/063, +/-1 mi; patrol found ET-WD at structure 004/063 due to car pole; 08/06/19, 0840 Line returned to service after crew replaced pole 004/063; Hollister 2102 under build had a sustained outage, see ILIS 19-0084563",NONE,INT-12483,0,0,0,0.0000,0.000,0,"5,548,929",B-C-G,004/063,No
SOUTH,115,ETL.1250,10033,CHOWCHILLA-KERCKHOFF,0; 424; 427,001/014,Tier 2,2019,08/19/2019 18:17,No,No,NO,YES,11:11,08/20/2019 05:28,External Contact,Car pole,"Relayed - 08/19/19, 1817 Chowchilla-Kerckhoff #2-115kV (tier 2 line) relayed, did not test due to auto reclosing disabled for wildfire safety mitigation; SUS Oakhurst (CESO=7,136; CMIN=363,936), Coarsegold (7,718; 393,618) & Sharon Prison; weather clear; B-G fault 6.1 mi from Chowchilla (Sharon Jct Tap) near 001/009, +/-3 mi; 1909 Kerckhoff to Oakhurst Jct energized restoring Oakhurst & Coarsegold; 1934 Line returned to service; 1937 Sharon tap cleared to replace pole 001/014; per ILIS 19-0089655 both T&D wire down due to car pole; 08/20/19, 0528 Sharon tap manually tested OK; 0658 Sharon restored; CAP ER=117779011",117762487,INT-12520,"14,854","14,854","757,554",0.0027,0.137,51,"5,548,929",B-G,001/009,No
SOUTH,70,ETL.9060,70066,REEDLEY-OROSI,0,010/005,Non-HFTD,2019,08/23/2019 12:56,No,No,NO,No,8:49,08/23/2019 21:45,Other,Customer/ IPP caused,"Relayed - 08/23/19, 1256 Reedley-Orosi 70kV relayed, tested NG; SUS Dunlap (CESO=1,653; CMIN=23,142) & Sand Creek (1,676; 25,140)); weather clear; 1310 Reedley to Dunlap section manually tested OK restoring Dunlap & Sand Creek; B-C-G fault 7.86 mi from Reedley near 008/010, +/-1.0 mi; 1510 to 1841 Dunlap Jct to Orosi cleared to replace ET-WD between 010/005-006d after customer exploded its rock quarry rock into our facilities; 2145 Line returned to service; CAP ER=117807862",117786020,INT-12526,"3,329","3,329","48,282",0.0006,0.009,15,"5,548,929",B-C-G,008/010,No
SOUTH,70,ETL.9250,70085,TEJON-LEBEC,0; 651,005/106,Tier 2,2019,08/23/2019 21:22,No,No,NO,YES,24:53,08/24/2019 22:15,External Contact,Car pole,"Relayed - 08/23/19, 2122 Tejon-Lebec 70kV (Tier 2 line) relayed, did not test due to auto reclosing disabled for wildfire risk mitigation; SUS Rose, Pacific Pipeline, Grapevine, Castaic & Lebec; weather clear; A-B-C fault 5.25 mi from Tejon near 005/100, +/-1.0 mi; reports of car pole at 005/107; 2327 Tejon to Rose Jct manually tested OK restoring Rose; clearance limits established between Pacific Pipeline Jct SW 45, 47 & Rose Jct SW-59; 3 poles (005/104, 005/105 & 005/106) + 4 spans of ET-WD to be replaced; 08/24/19, 2215 Line returned to service restoring Pacific Pipeline, Grapevine, Castaic & Lebec; CAP ER=117808085",117808085,INT-12528,5,0,0,0.0000,0.000,0,"5,548,929",A-B-C,005/100,No
CENTRAL,60,ETL.7050,60100,HERDLYN-BALFOUR,0,004/065,Non-HFTD,2019,08/28/2019 09:47,No,No,NO,No,9:02,08/28/2019 18:49,External Contact,Car pole,"Relayed - 08/28/19, 0947 Herdlyn-Balfour 60kV relayed, tested NG; SUS Middle River (CESO=240; CMIN=23,900), Westside Irrigation & Mc Donald Island; weather clear; C-G fault 1.3 mi from McDonald Island near 004/067, +/-2 mi; 1106 to 1816 McDonald Island Tap cleared to replace pole 004/066 hit by car; no casualties reported; 1109 Herdlyn to McDonald Island Tap tested OK restoring Westside & Middle River; 1849 McDonald Island Tap returned to service restoring McDonald Island",NONE,INT-12543,240,240,"23,900",0.0000,0.004,100,"5,548,929",C-G,004/067,No
NORTH,115,ETL.1860,10110,IGNACIO-SAN RAFAEL #3,0; 190,001/022,Tier 2,2019,09/01/2019 03:38,No,No,NO,No,17:06,09/01/2019 20:44,External Contact,Car pole,"Relayed - 09/01/19, 0338 Ignacio-San Rafael #3-115kV (Ignacio-Las Gallinas Jct, tier 2 line) relayed, tested NG; weather clear; no customers interrupted; ILIS 19-0094413 for Ignacio 1103 states ET-WD & CESO=1,832; CMIN=255,019); weather clear; 0348 Line section manually tested NG; B-G fault 1.08 mi from Ignacio toward Las Gallinas near 001/009, +/-0.5 mi; T-man reports car-pole at 001/022 which is down w/ ET conductor wrapped in ED assets; reports of minor injuries & small fire w/ local fire department on scene; 0839 to 2044 Ignacio to Las Gallinas Jct cleared to replace pole 001/022; CAP ER=117838346",117838346,INT-12545,0,0,0,0.0000,0.000,0,"5,548,929",B-G,001/009,No
NORTH,60,ETL.8170,60217,TRINITY-MAPLE CREEK,115; 230,039/004,Tier 2,2019,09/15/2019 19:20,No,216; 243; 249; 250; 255; 262; 285; 290; 293; 335; 350; 354; 385; 440; 445; 450,NO,No,26:26,09/16/2019 21:46,External Contact,Vandalism,"Relayed - 09/15/19, 1920 Trinity-Maple Creek 60kV (tier 2 line) relayed, tested NG; SUS Big Bar, Grouse Creek, Hyampom & Big Creek (offline); rain; 2203 Trinity to Hyampom Jct tested OK restoring Big Bar; 2205 Hyampom tap returned to service restoring Grouse Creek, Hyampom & Big Creek; C-G fault 2.0 mi from Maple Creek near 052/000, +/-2.0 mi; patrol of original fault location found no trouble; 09/16/19, 0734 Line manually tested NG from Maple Creek to Hyampom Jct; patrol to continue; 1339 to 2031 Maple Creek to Hyampom Jct cleared to repair 1 phase of ET-WD at 039/004 due to gunshot conductor; 2146 Line returned to service; CAP ER=117888602",117888602,INT-12587,4,0,0,0.0000,0.000,0,"5,548,929",C-G,023/176,No
